"Nombre","Descripción","Tipo","Dirección","Latitud","Longitud"
"03. Museo Taurino","<p>&nbsp;</p>
<p>Precio: 7&euro;. Jubilados, pensionistas y estudiantes: 4 &euro; Ni&ntilde;os de 7 a 11 a&ntilde;os sin cumplir: 3 &euro;. Ni&ntilde;os de 0 a 6 a&ntilde;os cumplidos: gratis. Gratis: Lunes de 15 a 19 h. Plazas limitadas.</p>
<p>&nbsp;</p>
<p>La Plaza de Toros de la Real Maestranza de Caballer&iacute;a de Sevilla es el coso taurino m&aacute;s antiguo de Espa&ntilde;a. Sede de las corridas de toros que se realizan en el marco de la Feria de Abril de Sevilla, uno de los festejos taurinos m&aacute;s reconocidos en el mundo. Es considerada uno de los centros de atracci&oacute;n tur&iacute;stica m&aacute;s populares de la ciudad y est&aacute; entre los monumentos m&aacute;s visitados de la misma. Como plaza es una de las m&aacute;s dif&iacute;ciles del mundo por su disposici&oacute;n y caracter&iacute;sticas, adem&aacute;s de su p&uacute;blico, del cual se dice es de los m&aacute;s duros y dif&iacute;ciles entre la afici&oacute;n taurina. En 1749 se comienza la construcci&oacute;n de un coso circular en el monte del Baratillo en sustituci&oacute;n de la plaza de toros rectangular ubicada en el lugar. Posteriormente, en 1761, se acomete la construcci&oacute;n por ochavas (equivalente cada ochava a cuatro arcos). Son maestros de obra en esta primera etapa de construcci&oacute;n Francisco S&aacute;nchez de Arag&oacute;n y Pedro y Vicente San Mart&iacute;n.</p>
<p>&nbsp;</p>
<p>La fachada interior de la plaza llamada Palco del Pr&iacute;ncipe se concluye en 1765, este palco consta de dos cuerpos: la puerta de acceso a la plaza y por la que salen los toreros triunfadores, y el palco propiamente dicho, de uso exclusivo de la Familia Real. Est&aacute; compuesto en su parte superior por cuatro arcos sobre los cuales descansa una b&oacute;veda de media naranja, que en su parte superior est&aacute; recubierta por azulejos blancos y azules. El grupo escult&oacute;rico que lo remata es obra del escultor portugu&eacute;s Cayetano de Acosta. El Palco fue realizado para el Infante de Espa&ntilde;a, Felipe de Borb&oacute;n, hijo de Felipe V e Isabel de Farnesio. Dada la prohibici&oacute;n de celebraci&oacute;n de corridas de toros por parte de Carlos III en 1786, se paralizan las obras la cuales se dan por concluidas, aunque s&oacute;lo se hab&iacute;a construido un tercio de la plaza. De esta etapa es tambi&eacute;n el antiguo Palco de la Diputaci&oacute;n posteriormente llamado de Ganaderos, situado sobre la puerta de toriles y frente al Palco del Pr&iacute;ncipe.</p>
<p>&nbsp;</p>
<p>La cubierta de las gradas de la mitad de la plaza se termina transcurridos 34 a&ntilde;os, a la izquierda y derecha del Palco del Pr&iacute;ncipe; quedando abierta una panor&aacute;mica de la Catedral y la Giralda desde la grader&iacute;a, como qued&oacute; reflejado en gran n&uacute;mero de estampas de la &eacute;poca. Para 1868 el Palco de la Diputaci&oacute;n se encontraba en tan lamentable estado que se acomete la mejora del mismo, coloc&aacute;ndosele nuevo suelo y una balaustrada de m&aacute;rmol, adem&aacute;s del escudo de la Real Maestranza de Caballer&iacute;a, obra del escultor italiano Augusto Franchy. Se realiza adem&aacute;s la construcci&oacute;n de cinco balcones a cada lado del Palco de la Diputaci&oacute;n, donde actualmente se encuentra el reloj de la plaza. Finaliza en 1881 la construcci&oacute;n de la plaza cerr&aacute;ndose completamente la misma, quedando entonces construida en sus dos terceras partes en canter&iacute;a y el resto en madera. Entre los a&ntilde;os 1914 a 1915 se reforma el tendido en piedra sustituy&eacute;ndolo por otro en ladrillo bajo la direcci&oacute;n del arquitecto sevillano An&iacute;bal Gonz&aacute;lez.</p>
<p>&nbsp;</p>
<p>Se construyen de nuevo todos los tendidos con una pendiente m&aacute;s suave. El n&uacute;mero de filas de tendido de sombra pas&oacute; de diez a doce y a catorce en los de sol, adem&aacute;s de tres filas de barrera. En la parte superior del tendido de sombra, delante de los palcos, se edifica una fila de sillones de tendido. Ya por estas fechas comienzan a construirse viviendas adosadas a la plaza en torno a su per&iacute;metro, que continuar&aacute;n construy&eacute;ndose hasta la &uacute;ltima intervenci&oacute;n de An&iacute;bal Gonz&aacute;lez en la denominada Casa de la Real Maestranza, con fachada al Paseo de Col&oacute;n y unida a la Plaza mediante un elegante pasadizo o galer&iacute;a superior. Bien de Inter&eacute;s Cultural, la Plaza de Toros de la Real Maestranza de Caballer&iacute;a de Sevilla est&aacute; catalogada como Monumento, seg&uacute;n aparece publicado en el BOE con fecha de 1984.</p>
","Tercer Día","Paseo de Cristóbal Colón, 12",37.385858,-5.998982
"02. La Santa Caridad ","<p>&nbsp;</p>
<p>Sede de la Hermandad del mismo nombre, constituye un conjunto arquitect&oacute;nico y art&iacute;stico cumbre del arte barroco espa&ntilde;ol, fundada en Sevilla a mediados del siglo XV ten&iacute;a entre sus cometidos la asistencia a enfermos abandonados y el enterramiento de ajusticiados y ahogados as&iacute; como elevar sufragios por sus almas. Tuvo su sede en una capilla, dedicada a San Jorge, construida en una de las Atarazanas Reales. Las tres grandes salas del hospital se construyeron aprovechando las naves de las Atarazanas Reales de Sevilla que se hab&iacute;an construido en &eacute;poca de Alfonso X. En 1644, por ruina de la antigua capilla, se decide la construcci&oacute;n de una nueva iglesia seg&uacute;n planos de Pedro S&aacute;nchez Falconete. Miguel Ma&ntilde;ara, elegido como hermano mayor en 1663, se convirti&oacute; en el principal impulsor del proyecto y agiliz&oacute; las obras del templo.</p>
<p>&nbsp;</p>
<p>Los planos de la Iglesia fueron reformados por iniciativa de propio Ma&ntilde;ara y la fachada fue rematada por Leonardo de Figueroa. Destaca el patio de acceso, dividido en dos partes separadas por un pasaje volado sobre columnas. El patio se encuentra flanqueado por tres de sus lados por columnas toscanas rematadas con arcos de medio punto y decorado con siete paneles de azulejos de 1700, de origen holand&eacute;s, que representan escenas b&iacute;blicas que en un principio pertenecieron al Convento de los Descalzos de C&aacute;diz. En cada uno de los espacios del patio se levanta una fuente de m&aacute;rmol con grupos escult&oacute;ricos de la Fe y la Caridad, respectivamente, realizadas en G&eacute;nova en 1682.</p>
<p>&nbsp;</p>
<p>Desde el patio se accede a la antigua sala de cabildos, en la que se conservan distintos algunos objetos relacionados con Miguel de Ma&ntilde;ara, como una de las espadas que le pertenecieron o la mascarilla mortuoria Las paredes recogen interesantes pinturas entre las que destaca un retrato de Ma&ntilde;ara pintado por Vald&eacute;s Leal y un crucificado obra de Zurbar&aacute;n.</p>
","Tercer Día","Calle Temprado, 3",37.383867,-5.995639
"01. Archivo de Indias","<p>&nbsp;</p>
<p>El Archivo General de Indias de Sevilla se cre&oacute; en 1785 por deseo del rey Carlos III, con el objetivo de centralizar en un &uacute;nico lugar la documentaci&oacute;n referente a la administraci&oacute;n de las colonias espa&ntilde;olas hasta entonces dispersa en diversos archivos: Simancas, C&aacute;diz y Sevilla.</p>
<p>&nbsp;</p>
<p>El archivo conserva unos 43.000 legajos, con unos 80 millones de p&aacute;ginas y 8.000 mapas y dibujos que proceden, fundamentalmente, de los organismos metropolitanos encargados de la administraci&oacute;n de las colonias. Fue declarado Patrimonio de la Humanidad por la Unesco en 1987, junto a la Catedral y los Reales Alc&aacute;zares.</p>
<p>&nbsp;</p>
<p>La Casa Lonja de Mercaderes de Sevilla, construida en &eacute;poca de Felipe II, entre 1584 y 1598, fue elegida como sede del archivo, tarea que desempe&ntilde;a hasta el d&iacute;a de hoy.</p>
<p>&nbsp;</p>
<p>Se trata de una edificaci&oacute;n exenta, con planta y patio central en forma cuadrada, asentado sobre un podio, cuenta con dos pisos de altura, combina en su exterior ladrillos rojos y elementos de piedra, combinaci&oacute;n que se continuar&iacute;a en distintos edificios sevillanos. En su interior est&aacute; el patio central, construido en piedra y de amplias proporciones, mostrando arcos sujetados en los pilares con medias columnas. Destaca la actual escalera principal del edificio, proyecto de Lucas Cintora.</p>
<p>&nbsp;</p>
<p>Entre 1999 y 2005 tienen lugar las obras de conservaci&oacute;n y recuperaci&oacute;n del inmueble llevadas a cabo por el arquitecto Antonio Campos Alcaide. En ellas se plantea una redefinici&oacute;n del programa funcional del edificio, con la intenci&oacute;n de salvaguardar el edificio sin ninguna alteraci&oacute;n espacial y aprovechando la existencia de un peque&ntilde;o s&oacute;tano.</p>
","Tercer Día","Av de la Constitución, s/n",37.385937,-5.994191
"05. Casa de Pilatos","<p>&nbsp;</p>
<p>Precio: Planta baja 6 &euro; con audio-gu&iacute;a, 2 plantas 8 &euro;. Gratis Mi&eacute;rcoles de 15h.-19h. para los miembros de la UE. Imprescindible presentar original DNI o Pasaporte.</p>
<p>&nbsp;</p>
<p>La Casa de Pilatos es una combinaci&oacute;n de los estilos renacentista italiano y el mud&eacute;jar espa&ntilde;ol. Es considerada prototipo de palacio andaluz. La construcci&oacute;n del palacio se inici&oacute; en 1483, por iniciativa y deseo de Pedro Enr&iacute;quez de Qui&ntilde;ones (IV Adelantado Mayor de Andaluc&iacute;a) y su segunda esposa Catalina de Ribera, fundadores de la Casa de Alcal&aacute;. La obra se levant&oacute; sobre varios solares que hab&iacute;an sido confiscados por la Inquisici&oacute;n. El fallecimiento en 1493 de Pedro Enr&iacute;quez, llev&oacute; a que Do&ntilde;a Catalina fuese la encargada de acometer la configuraci&oacute;n inicial del palacio. Su hijo Fadrique Enr&iacute;quez de Ribera y su nieto Per Af&aacute;n de Ribera y Portocarrero ampliaron y completaron la decoraci&oacute;n de la Casa.</p>
<p>&nbsp;</p>
<p>Fadrique Enr&iacute;quez (primer Marqu&eacute;s de Tarifa) fue un noble a caballo de la baja Edad Media y la modernidad, representada por el Renacimiento. Entre los a&ntilde;os 1518 y 1520 realiz&oacute; un viaje de peregrinaci&oacute;n a la ciudad santa de Jerusal&eacute;n, en el que atraves&oacute; toda Italia, y en el que qued&oacute; profundamente impresionado del arte renacentista que imperaba en las ciudades italianas. A su regreso traslad&oacute; esas maneras renacentistas que hab&iacute;a observado a la Casa de Pilatos, combinando el estilo renacentista italiano con el mud&eacute;jar sevillano, en las ampliaciones que realiza del palacio, ocupando varios solares anexos al mismo. Per Af&aacute;n de Ribera, sobrino y heredero de Don Fadrique, fue un gran coleccionista de arte que acopi&oacute; durante su estancia como virrey de N&aacute;poles, realiz&oacute; reformas entre 1568 y 1571 que acogieron su vasta colecci&oacute;n.</p>
","Tercer Día","Plaza de Pilatos, 1",37.38999,-5.987188
"04. Ayuntamiento","<p>&nbsp;</p>
<p>Reservas. (Gratis para residentes o nacidos en Sevilla capital. Resto: 4&euro;)</p>
<p>&nbsp;</p>
<p>En siglo XV, con el descubrimiento de Am&eacute;rica y la importancia y riqueza que va adquiriendo la ciudad, se decide crear una nueva sede del Cabildo, m&aacute;s amplia y de mayor calidad. Se decide colocar el Ayuntamiento de Sevilla en la plaza de San Francisco, que era lugar c&eacute;ntrico y comercial. Su construcci&oacute;n supuso la independencia del poder civil frente al religioso.</p>
<p>&nbsp;</p>
<p>Durante el siglo XIX el Convento de San Francisco sufri&oacute; una ocupaci&oacute;n militar, dos incendios y la exclaustraci&oacute;n debida a la desamorizaci&oacute;n de Mendiz&aacute;bal, con lo que estaba casi en ruinas. Un primer proyecto se aprueba por la Real Academia de Bellas Artes de San Fernando al a&ntilde;o siguiente, pero no puede ser llevado a cabo por problemas econ&oacute;micos del Ayuntamiento, aprob&aacute;ndose un segundo proyecto en 1855.</p>
<p>&nbsp;</p>
<p>Las obras sufrieron continuas interrupciones y el proyecto tuvo varias reformas.En la parte de la plaza de San Francisco se decidi&oacute; hacer una fachada que prolongase el edificio plateresco; sin embargo la decoraci&oacute;n de este sector nunca lleg&oacute; a terminarse y hoy podemos ver la fachada con los bloques de piedra preparados para ser tallados. La fachada principal que da a la plaza Nueva se culmin&oacute; en 1867, y la decoraci&oacute;n del Sal&oacute;n Col&oacute;n en 1871.</p>
<p>&nbsp;</p>
<p>El edificio del Ayuntamiento de Sevilla constituye una de las muestras m&aacute;s notables de la arquitectura plateresca en Andaluc&iacute;a. El edificio inicial ocupa el sector meridional del actual Ayuntamiento, con el &ldquo;arquillo&rdquo; que comunicaba con el comp&aacute;s del monasterio franciscano. Se guardan en el edificio algunos elementos de elevado inter&eacute;s art&iacute;stico e hist&oacute;rico, como el pend&oacute;n de la ciudad. Bien de Inter&eacute;s Cultural, el Ayuntamiento de Sevilla est&aacute; catalogado como Monumento desde su publicaci&oacute;n en 1931.</p>
","Tercer Día","Plaza Nueva, 1",37.388465,-5.994664
"03. Museo Taurino","<p>&nbsp;</p>
<p>Precio: 7&euro;. Jubilados, pensionistas y estudiantes: 4 &euro; Ni&ntilde;os de 7 a 11 a&ntilde;os sin cumplir: 3 &euro;. Ni&ntilde;os de 0 a 6 a&ntilde;os cumplidos: gratis. Gratis: Lunes de 15 a 19 h. Plazas limitadas.</p>
<p>&nbsp;</p>
<p>La Plaza de Toros de la Real Maestranza de Caballer&iacute;a de Sevilla es el coso taurino m&aacute;s antiguo de Espa&ntilde;a. Sede de las corridas de toros que se realizan en el marco de la Feria de Abril de Sevilla, uno de los festejos taurinos m&aacute;s reconocidos en el mundo. Es considerada uno de los centros de atracci&oacute;n tur&iacute;stica m&aacute;s populares de la ciudad y est&aacute; entre los monumentos m&aacute;s visitados de la misma. Como plaza es una de las m&aacute;s dif&iacute;ciles del mundo por su disposici&oacute;n y caracter&iacute;sticas, adem&aacute;s de su p&uacute;blico, del cual se dice es de los m&aacute;s duros y dif&iacute;ciles entre la afici&oacute;n taurina. En 1749 se comienza la construcci&oacute;n de un coso circular en el monte del Baratillo en sustituci&oacute;n de la plaza de toros rectangular ubicada en el lugar. Posteriormente, en 1761, se acomete la construcci&oacute;n por ochavas (equivalente cada ochava a cuatro arcos). Son maestros de obra en esta primera etapa de construcci&oacute;n Francisco S&aacute;nchez de Arag&oacute;n y Pedro y Vicente San Mart&iacute;n.</p>
<p>&nbsp;</p>
<p>La fachada interior de la plaza llamada Palco del Pr&iacute;ncipe se concluye en 1765, este palco consta de dos cuerpos: la puerta de acceso a la plaza y por la que salen los toreros triunfadores, y el palco propiamente dicho, de uso exclusivo de la Familia Real. Est&aacute; compuesto en su parte superior por cuatro arcos sobre los cuales descansa una b&oacute;veda de media naranja, que en su parte superior est&aacute; recubierta por azulejos blancos y azules. El grupo escult&oacute;rico que lo remata es obra del escultor portugu&eacute;s Cayetano de Acosta. El Palco fue realizado para el Infante de Espa&ntilde;a, Felipe de Borb&oacute;n, hijo de Felipe V e Isabel de Farnesio. Dada la prohibici&oacute;n de celebraci&oacute;n de corridas de toros por parte de Carlos III en 1786, se paralizan las obras la cuales se dan por concluidas, aunque s&oacute;lo se hab&iacute;a construido un tercio de la plaza. De esta etapa es tambi&eacute;n el antiguo Palco de la Diputaci&oacute;n posteriormente llamado de Ganaderos, situado sobre la puerta de toriles y frente al Palco del Pr&iacute;ncipe.</p>
<p>&nbsp;</p>
<p>La cubierta de las gradas de la mitad de la plaza se termina transcurridos 34 a&ntilde;os, a la izquierda y derecha del Palco del Pr&iacute;ncipe; quedando abierta una panor&aacute;mica de la Catedral y la Giralda desde la grader&iacute;a, como qued&oacute; reflejado en gran n&uacute;mero de estampas de la &eacute;poca. Para 1868 el Palco de la Diputaci&oacute;n se encontraba en tan lamentable estado que se acomete la mejora del mismo, coloc&aacute;ndosele nuevo suelo y una balaustrada de m&aacute;rmol, adem&aacute;s del escudo de la Real Maestranza de Caballer&iacute;a, obra del escultor italiano Augusto Franchy. Se realiza adem&aacute;s la construcci&oacute;n de cinco balcones a cada lado del Palco de la Diputaci&oacute;n, donde actualmente se encuentra el reloj de la plaza. Finaliza en 1881 la construcci&oacute;n de la plaza cerr&aacute;ndose completamente la misma, quedando entonces construida en sus dos terceras partes en canter&iacute;a y el resto en madera. Entre los a&ntilde;os 1914 a 1915 se reforma el tendido en piedra sustituy&eacute;ndolo por otro en ladrillo bajo la direcci&oacute;n del arquitecto sevillano An&iacute;bal Gonz&aacute;lez.</p>
<p>&nbsp;</p>
<p>Se construyen de nuevo todos los tendidos con una pendiente m&aacute;s suave. El n&uacute;mero de filas de tendido de sombra pas&oacute; de diez a doce y a catorce en los de sol, adem&aacute;s de tres filas de barrera. En la parte superior del tendido de sombra, delante de los palcos, se edifica una fila de sillones de tendido. Ya por estas fechas comienzan a construirse viviendas adosadas a la plaza en torno a su per&iacute;metro, que continuar&aacute;n construy&eacute;ndose hasta la &uacute;ltima intervenci&oacute;n de An&iacute;bal Gonz&aacute;lez en la denominada Casa de la Real Maestranza, con fachada al Paseo de Col&oacute;n y unida a la Plaza mediante un elegante pasadizo o galer&iacute;a superior. Bien de Inter&eacute;s Cultural, la Plaza de Toros de la Real Maestranza de Caballer&iacute;a de Sevilla est&aacute; catalogada como Monumento, seg&uacute;n aparece publicado en el BOE con fecha de 1984.</p>
","Tercer Día","Paseo de Cristóbal Colón, 12",37.385858,-5.998982
"02. La Santa Caridad ","<p>&nbsp;</p>
<p>Sede de la Hermandad del mismo nombre, constituye un conjunto arquitect&oacute;nico y art&iacute;stico cumbre del arte barroco espa&ntilde;ol, fundada en Sevilla a mediados del siglo XV ten&iacute;a entre sus cometidos la asistencia a enfermos abandonados y el enterramiento de ajusticiados y ahogados as&iacute; como elevar sufragios por sus almas. Tuvo su sede en una capilla, dedicada a San Jorge, construida en una de las Atarazanas Reales. Las tres grandes salas del hospital se construyeron aprovechando las naves de las Atarazanas Reales de Sevilla que se hab&iacute;an construido en &eacute;poca de Alfonso X. En 1644, por ruina de la antigua capilla, se decide la construcci&oacute;n de una nueva iglesia seg&uacute;n planos de Pedro S&aacute;nchez Falconete. Miguel Ma&ntilde;ara, elegido como hermano mayor en 1663, se convirti&oacute; en el principal impulsor del proyecto y agiliz&oacute; las obras del templo.</p>
<p>&nbsp;</p>
<p>Los planos de la Iglesia fueron reformados por iniciativa de propio Ma&ntilde;ara y la fachada fue rematada por Leonardo de Figueroa. Destaca el patio de acceso, dividido en dos partes separadas por un pasaje volado sobre columnas. El patio se encuentra flanqueado por tres de sus lados por columnas toscanas rematadas con arcos de medio punto y decorado con siete paneles de azulejos de 1700, de origen holand&eacute;s, que representan escenas b&iacute;blicas que en un principio pertenecieron al Convento de los Descalzos de C&aacute;diz. En cada uno de los espacios del patio se levanta una fuente de m&aacute;rmol con grupos escult&oacute;ricos de la Fe y la Caridad, respectivamente, realizadas en G&eacute;nova en 1682.</p>
<p>&nbsp;</p>
<p>Desde el patio se accede a la antigua sala de cabildos, en la que se conservan distintos algunos objetos relacionados con Miguel de Ma&ntilde;ara, como una de las espadas que le pertenecieron o la mascarilla mortuoria Las paredes recogen interesantes pinturas entre las que destaca un retrato de Ma&ntilde;ara pintado por Vald&eacute;s Leal y un crucificado obra de Zurbar&aacute;n.</p>
","Tercer Día","Calle Temprado, 3",37.383867,-5.995639
"01. Archivo de Indias","<p>&nbsp;</p>
<p>El Archivo General de Indias de Sevilla se cre&oacute; en 1785 por deseo del rey Carlos III, con el objetivo de centralizar en un &uacute;nico lugar la documentaci&oacute;n referente a la administraci&oacute;n de las colonias espa&ntilde;olas hasta entonces dispersa en diversos archivos: Simancas, C&aacute;diz y Sevilla.</p>
<p>&nbsp;</p>
<p>El archivo conserva unos 43.000 legajos, con unos 80 millones de p&aacute;ginas y 8.000 mapas y dibujos que proceden, fundamentalmente, de los organismos metropolitanos encargados de la administraci&oacute;n de las colonias. Fue declarado Patrimonio de la Humanidad por la Unesco en 1987, junto a la Catedral y los Reales Alc&aacute;zares.</p>
<p>&nbsp;</p>
<p>La Casa Lonja de Mercaderes de Sevilla, construida en &eacute;poca de Felipe II, entre 1584 y 1598, fue elegida como sede del archivo, tarea que desempe&ntilde;a hasta el d&iacute;a de hoy.</p>
<p>&nbsp;</p>
<p>Se trata de una edificaci&oacute;n exenta, con planta y patio central en forma cuadrada, asentado sobre un podio, cuenta con dos pisos de altura, combina en su exterior ladrillos rojos y elementos de piedra, combinaci&oacute;n que se continuar&iacute;a en distintos edificios sevillanos. En su interior est&aacute; el patio central, construido en piedra y de amplias proporciones, mostrando arcos sujetados en los pilares con medias columnas. Destaca la actual escalera principal del edificio, proyecto de Lucas Cintora.</p>
<p>&nbsp;</p>
<p>Entre 1999 y 2005 tienen lugar las obras de conservaci&oacute;n y recuperaci&oacute;n del inmueble llevadas a cabo por el arquitecto Antonio Campos Alcaide. En ellas se plantea una redefinici&oacute;n del programa funcional del edificio, con la intenci&oacute;n de salvaguardar el edificio sin ninguna alteraci&oacute;n espacial y aprovechando la existencia de un peque&ntilde;o s&oacute;tano.</p>
","Tercer Día","Av de la Constitución, s/n",37.385937,-5.994191
"Terraza XIII bar and lounge. (Hotel Alfonso XIII)","<p>&nbsp;</p>
<p><strong>Web: </strong><a href=""http://www.terrazaxiii.com/es/"" target=""_blank"">www.terrazaxiii.com</a></p>
<p>Terraza a ras de suelo en un edificio hist&oacute;rico de la Exposici&oacute;n del 29 obra de An&iacute;bal Gonzalez. Se trata de hotel de lujo con unos refrescantes y bellos jardines.</p>
","Terrazas y azoteas","Calle San Fernando, 2. 41004 Sevilla  ",37.382707,-5.99257
"Hotel Rey Alfonso X","<p>&nbsp;</p>
<p><strong>Web</strong>: <a href=""http://www.hotelreyalfonsox.es/"" target=""_blank"">www.hotelreyalfonsox.es</a></p>
","Terrazas y azoteas","Calle Ximénez de Enciso, 35. 41004 Sevilla",37.386842,-5.98815
"Hotel Murillo","<p>&nbsp;</p>
<p><strong>Web: </strong><a href=""http://www.hotelmurillo.com"" target=""_blank"">www.hotelmurillo.com</a></p>
<p>&nbsp;</p>
","Terrazas y azoteas","Calle Lope de Rueda, 7. 41004 Sevilla",37.385836,-5.989341
"Hotel Inglaterra","<p>&nbsp;</p>
<p><strong>Web:</strong> www.hotelinglaterra.es</p>
","Terrazas y azoteas","Plaza Nueva, 7. 41001 Sevilla",37.389177,-5.9964
"Hotel Doña María","<p>&nbsp;</p>
<p><strong>Web: </strong><a href=""http://www.hdmaria.com/terraza-bar/"" target=""_blank"">www.hdmaria.com&nbsp;</a></p>
","Terrazas y azoteas","Calle Don Remondo, 19. 41004 Sevilla",37.386612,-5.991647
"Gastrosol  ","<p>&nbsp;</p>
<p>Observaciones: Acceso a través del ascensor situado en el Antiquarium (estrada oeste). Gratis para residentes en Sevilla.</p>
<p>Posibilidad de visitar las pasarelas-mirador si se desea.&nbsp;</p>
","Terrazas y azoteas","Espacio Metropol Parasol. Plaza de la Encarnación",37.393925,-5.99154
"Alcoba del Rey  ","<p>&nbsp;</p>
<p><strong>Web:</strong><a href=""http://www.alcobadelrey.com"" target=""_blank""> www.alcobadelrey.com</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
","Terrazas y azoteas","Calle Bécquer, 9",37.403062,-5.989888
"Hotel Fontecruz","<p>&nbsp;</p>
<p><strong>Web: </strong><a href=""http://www.fontecruzhoteles.com/hotel-fontecruz-sevilla/"" target=""_blank"">www.fontecruzhoteles.com&nbsp;</a></p>
","Terrazas y azoteas","Calle Abades, 41. 41004 Sevilla",37.387098,-5.991025
"Bar Panorámico ""La Terraza"" (Hotel EME Catedral)","<p>&nbsp;</p>
<p class=""rteleft"" style=""""><strong>Web</strong>: http://www.emecatedralhotel.com/es/explora-hotel/terraza/&nbsp;</p>
<p>&nbsp;</p>
","Terrazas y azoteas","Calle Alemanes, 27. 41004 Sevilla  ",37.387038,-5.992774
"Hotel Vinci La Rábida","<p>&nbsp;</p>
<p><strong>Web : </strong><a href=""http://www.vinccihoteles.com/Hoteles/Espana/Sevilla/Vincci-La-Rabida/El-Mirador-de-Sevilla2"" target=""_blank"">www.vinccihoteles.com</a></p>
","Terrazas y azoteas","Calle de Castelar, 24  41001 Sevilla",37.386484,-5.996025
"ROOF (Hotel Casa Romana)","<p>&nbsp;</p>
<p><strong>Web:&nbsp;</strong>http://www.hotelcasaromana.com</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
","Terrazas y azoteas","Calle Trajano, 15  41002 Sevilla  ",0,0
"Restaurante Oriza","<p>Oriza se encuentra en un enclave privilegiado, una antigua mansi&oacute;n de 1926, donde podr&aacute; disfrutar de una suculenta comida en un antiguo invernadero, elaborada con productos de primera calidad y acompa&ntilde;ada de un maridaje perfecto elegido por nuestro sommelier dentro de una amplia bodega. Tambi&eacute;n podr&aacute; optar por una opci&oacute;n m&aacute;s informal como por ejemplo unas tapas en nuestro Bar Espa&ntilde;a. Celebre con nosotros sus eventos m&aacute;s especiales, o sus reuniones de trabajo, en nuestros salones privados. Una cocina que domina los fogones.</p>
<p>Email:<u>eventos@restauranteoriza.com</u> // <u>reservas@restauranteoriza.com</u></p>
<p><strong>Web: </strong>www.restauranteoriza.com</p>
<p><img alt=""Saborea Sevilla "" src=""/sites/default/files/saborea-sevilla.jpg"" style=""width: 150px; height: 72px; "" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
","Terrazas y azoteas"," C/ San Fernando, 41",37.381727,-5.989383
"Puerto Delicias ","<p>&nbsp;</p>
<p><strong>Web:&nbsp;</strong>www.puertodelicia.es</p>
<p><img alt=""Saborea Sevilla "" src=""/sites/default/files/saborea-sevilla.jpg"" style=""width: 150px; height: 72px; "" /></p>
<p>&nbsp;</p>
","Terrazas y azoteas","Muelle de las Delicias, S/N. 41012 Sevilla",37.376432,-5.991497
"La Alicantina","<p>&nbsp;</p>
<p><strong>Sitio web:&nbsp;</strong>www.puertodelicia.es</p>
<p><img alt=""Saborea Sevilla "" src=""/sites/default/files/saborea-sevilla.jpg"" style=""width: 150px; height: 72px; "" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<div>
&nbsp;</div>
<div>
&nbsp;</div>
","Terrazas y azoteas","Plaza del Salvador, nº 2. 41004 Sevilla",37.389902,-5.99331
"La Raza","<p>&nbsp;</p>
<p><strong>Web: </strong>www.grupolaraza.com</p>
<p><img alt=""Saborea Sevilla"" src=""/sites/default/files/saborea-sevilla.jpg"" style=""height: 72px; width: 150px; "" /></p>
","Terrazas y azoteas","Avenida Isabel La Católica, 2.",37.378939,-5.987742
"Bar Europa","<p>&nbsp;</p>
<p><strong>Web:&nbsp;</strong>http://www.bareuropa.info</p>
","Terrazas y azoteas","Calle Siete Revueltas 35",37.390575,-5.992162
"Don Paco","<p>&nbsp;</p>
<p><strong>Web:&nbsp;</strong><a href=""http://www.hoteldonpaco.com/"">www.hoteldonpaco.com</a></p>
","Terrazas y azoteas","Plaza Padre Jerónimo de Córdoba, 4-5",37.393175,-5.986712
"Gourmet Experience (El Corte Inglés) ","<p>&nbsp;</p>
<p><strong>Web</strong>:&nbsp;<a href=""http://www.elcorteingles.es"">elcorteingles.es</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
","Terrazas y azoteas","Plaza de Duque de la Victoria, 8  41002 Sevilla",37.393555,-5.995949
"Cerámicas Gonzáles SL","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>ceramica-agonzalez.com</p>
","Tiendas","C/ San Jorge, 17",37.385366,-6.004259
"Cerámica Santa Ana","<p class=""rtejustify"">&nbsp;</p>
<p class=""rtejustify""><strong>P&aacute;gina web:</strong></p>
<p class=""rtejustify"">retabloceramico.net</p>
","Tiendas","C/ San Jorge, 31",37.385637,-6.004522
"Cerámica Triana","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>ceramicatriana.com</p>
","Tiendas","C/ Antillano Campos, 14",37.385091,-6.00503
"Cerámicas Montalbán","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>ceramicamontalban.com</p>
","Tiendas","Calle Alfarería, 23",37.384753,-6.004881
"Taller de diseño Ángela y Adela","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>angelayadela.com</p>
","Tiendas","C/ Luchana, 6",37.389347,-5.991079
